InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Region
542276,22168,ORGANISER WOOD ANTIQUE WHITE ,6,2011-01-27 10:19:00,8.5,12764.0,Lebanon,Middle East
542276,85066,CREAM SWEETHEART MINI CHEST,8,2011-01-27 10:19:00,12.75,12764.0,Lebanon,Middle East
542276,21781,MA CAMPAGNE CUTLERY BOX,4,2011-01-27 10:19:00,14.95,12764.0,Lebanon,Middle East
542276,21784,SHOE SHINE BOX ,4,2011-01-27 10:19:00,9.95,12764.0,Lebanon,Middle East
542276,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-27 10:19:00,1.25,12764.0,Lebanon,Middle East
542276,22831,WHITE BROCANTE SOAP DISH,6,2011-01-27 10:19:00,2.95,12764.0,Lebanon,Middle East
542276,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-01-27 10:19:00,2.55,12764.0,Lebanon,Middle East
542276,82552,WASHROOM METAL SIGN,12,2011-01-27 10:19:00,1.45,12764.0,Lebanon,Middle East
542276,22606,WOODEN SKITTLES GARDEN SET,8,2011-01-27 10:19:00,12.75,12764.0,Lebanon,Middle East
542276,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,2011-01-27 10:19:00,7.95,12764.0,Lebanon,Middle East
542276,22842,BISCUIT TIN VINTAGE RED,12,2011-01-27 10:19:00,5.95,12764.0,Lebanon,Middle East
542276,22846,BREAD BIN DINER STYLE RED ,4,2011-01-27 10:19:00,14.95,12764.0,Lebanon,Middle East
542276,22652,TRAVEL SEWING KIT,10,2011-01-27 10:19:00,1.65,12764.0,Lebanon,Middle East
542276,22960,JAM MAKING SET WITH JARS,12,2011-01-27 10:19:00,3.75,12764.0,Lebanon,Middle East
542276,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-01-27 10:19:00,2.95,12764.0,Lebanon,Middle East
543911,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-02-14 12:46:00,4.95,17829.0,United Arab Emirates,Middle East
543911,48138,DOORMAT UNION FLAG,2,2011-02-14 12:46:00,7.95,17829.0,United Arab Emirates,Middle East
543911,85150,LADIES & GENTLEMEN METAL SIGN,24,2011-02-14 12:46:00,2.55,17829.0,United Arab Emirates,Middle East
543911,82552,WASHROOM METAL SIGN,24,2011-02-14 12:46:00,1.45,17829.0,United Arab Emirates,Middle East
543911,82551,LAUNDRY 15C METAL SIGN,12,2011-02-14 12:46:00,1.45,17829.0,United Arab Emirates,Middle East
543911,82583,HOT BATHS METAL SIGN,12,2011-02-14 12:46:00,2.1,17829.0,United Arab Emirates,Middle East
543911,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,2011-02-14 12:46:00,2.95,17829.0,United Arab Emirates,Middle East
543911,21166,COOK WITH WINE METAL SIGN ,12,2011-02-14 12:46:00,2.08,17829.0,United Arab Emirates,Middle East
543911,21175,GIN + TONIC DIET METAL SIGN,12,2011-02-14 12:46:00,2.55,17829.0,United Arab Emirates,Middle East
543911,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-14 12:46:00,2.1,17829.0,United Arab Emirates,Middle East
543911,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-02-14 12:46:00,2.1,17829.0,United Arab Emirates,Middle East
543911,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-14 12:46:00,1.69,17829.0,United Arab Emirates,Middle East
543911,20961,STRAWBERRY BATH SPONGE ,20,2011-02-14 12:46:00,1.25,17829.0,United Arab Emirates,Middle East
543911,22195,LARGE HEART MEASURING SPOONS,12,2011-02-14 12:46:00,1.65,17829.0,United Arab Emirates,Middle East
543911,22200,FRYING PAN PINK POLKADOT,6,2011-02-14 12:46:00,4.25,17829.0,United Arab Emirates,Middle East
543911,22207,FRYING PAN UNION FLAG,6,2011-02-14 12:46:00,4.25,17829.0,United Arab Emirates,Middle East
543911,85215,ASSORTED CHEESE FRIDGE MAGNETS,72,2011-02-14 12:46:00,0.65,17829.0,United Arab Emirates,Middle East
543911,21700,BIG DOUGHNUT FRIDGE MAGNETS,72,2011-02-14 12:46:00,0.85,17829.0,United Arab Emirates,Middle East
543911,84050,PINK HEART SHAPE EGG FRYING PAN,12,2011-02-14 12:46:00,1.65,17829.0,United Arab Emirates,Middle East
543911,21231,SWEETHEART CERAMIC TRINKET BOX,24,2011-02-14 12:46:00,1.25,17829.0,United Arab Emirates,Middle East
543911,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2011-02-14 12:46:00,1.25,17829.0,United Arab Emirates,Middle East
543911,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-02-14 12:46:00,4.95,17829.0,United Arab Emirates,Middle East
543911,21832,CHOCOLATE CALCULATOR,12,2011-02-14 12:46:00,1.65,17829.0,United Arab Emirates,Middle East
543911,20985,HEART CALCULATOR,12,2011-02-14 12:46:00,1.25,17829.0,United Arab Emirates,Middle East
543911,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-02-14 12:46:00,4.95,17829.0,United Arab Emirates,Middle East
543911,47590B,PINK HAPPY BIRTHDAY BUNTING,12,2011-02-14 12:46:00,5.45,17829.0,United Arab Emirates,Middle East
543911,22117,METAL SIGN HER DINNER IS SERVED ,12,2011-02-14 12:46:00,2.95,17829.0,United Arab Emirates,Middle East
543911,82567,"AIRLINE LOUNGE,METAL SIGN",12,2011-02-14 12:46:00,2.1,17829.0,United Arab Emirates,Middle East
543911,21910,WAY OUT METAL SIGN ,12,2011-02-14 12:46:00,1.65,17829.0,United Arab Emirates,Middle East
543911,21911,GARDEN METAL SIGN ,12,2011-02-14 12:46:00,1.65,17829.0,United Arab Emirates,Middle East
544108,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",24,2011-02-16 10:53:00,0.85,12653.0,Israel,Middle East
544108,22244,3 HOOK HANGER MAGIC GARDEN,12,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2011-02-16 10:53:00,1.65,12653.0,Israel,Middle East
544108,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,36,2011-02-16 10:53:00,1.25,12653.0,Israel,Middle East
544108,22629,SPACEBOY LUNCH BOX ,24,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,22630,DOLLY GIRL LUNCH BOX,36,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,2011-02-16 10:53:00,2.55,12653.0,Israel,Middle East
544108,22423,REGENCY CAKESTAND 3 TIER,16,2011-02-16 10:53:00,10.95,12653.0,Israel,Middle East
544108,22192,BLUE DINER WALL CLOCK,12,2011-02-16 10:53:00,7.65,12653.0,Israel,Middle East
544108,22193,RED DINER WALL CLOCK,12,2011-02-16 10:53:00,7.65,12653.0,Israel,Middle East
544108,22433,WATERING CAN GREEN DINOSAUR,6,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,22432,WATERING CAN PINK BUNNY,6,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,22431,WATERING CAN BLUE ELEPHANT,12,2011-02-16 10:53:00,1.95,12653.0,Israel,Middle East
544108,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-16 10:53:00,0.85,12653.0,Israel,Middle East
544108,20719,WOODLAND CHARLOTTE BAG,10,2011-02-16 10:53:00,0.85,12653.0,Israel,Middle East
544108,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-02-16 10:53:00,0.85,12653.0,Israel,Middle East
544838,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-24 10:34:00,0.42,12565.0,Saudi Arabia,Middle East
544838,22363,GLASS JAR MARMALADE ,6,2011-02-24 10:34:00,2.95,12565.0,Saudi Arabia,Middle East
544838,22362,GLASS JAR PEACOCK BATH SALTS,6,2011-02-24 10:34:00,2.95,12565.0,Saudi Arabia,Middle East
544838,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-02-24 10:34:00,2.95,12565.0,Saudi Arabia,Middle East
544838,22553,PLASTERS IN TIN SKULLS,12,2011-02-24 10:34:00,1.65,12565.0,Saudi Arabia,Middle East
544838,22555,PLASTERS IN TIN STRONGMAN,12,2011-02-24 10:34:00,1.65,12565.0,Saudi Arabia,Middle East
544838,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-02-24 10:34:00,1.65,12565.0,Saudi Arabia,Middle East
544838,20781,GOLD EAR MUFF HEADPHONES,2,2011-02-24 10:34:00,5.49,12565.0,Saudi Arabia,Middle East
544838,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-24 10:34:00,1.45,12565.0,Saudi Arabia,Middle East
C545507,22361,GLASS JAR DAISY FRESH COTTON WOOL,-5,2011-03-03 11:43:00,2.95,12565.0,Saudi Arabia,Middle East
548562,22191,IVORY DINER WALL CLOCK,2,2011-04-01 10:18:00,8.5,,Israel,Middle East
548562,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-01 10:18:00,8.25,,Israel,Middle East
548562,23049,RECYCLED ACAPULCO MAT RED,2,2011-04-01 10:18:00,8.25,,Israel,Middle East
548562,22494,EMERGENCY FIRST AID TIN ,12,2011-04-01 10:18:00,1.25,,Israel,Middle East
548562,21260,FIRST AID TIN,6,2011-04-01 10:18:00,3.25,,Israel,Middle East
548562,22960,JAM MAKING SET WITH JARS,6,2011-04-01 10:18:00,4.25,,Israel,Middle East
552449,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-05-09 13:49:00,1.25,12355.0,Bahrain,Middle East
552449,23076,ICE CREAM SUNDAE LIP GLOSS,96,2011-05-09 13:49:00,1.25,12355.0,Bahrain,Middle East
552449,23077,DOUGHNUT LIP GLOSS ,60,2011-05-09 13:49:00,1.25,12355.0,Bahrain,Middle East
552449,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-05-09 13:49:00,9.95,12355.0,Bahrain,Middle East
552449,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-05-09 13:49:00,4.95,12355.0,Bahrain,Middle East
552449,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-09 13:49:00,12.75,12355.0,Bahrain,Middle East
552449,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2011-05-09 13:49:00,1.65,12355.0,Bahrain,Middle East
552449,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-09 13:49:00,2.95,12355.0,Bahrain,Middle East
552449,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-09 13:49:00,2.95,12355.0,Bahrain,Middle East
552449,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-09 13:49:00,2.95,12355.0,Bahrain,Middle East
552449,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,2011-05-09 13:49:00,4.25,12355.0,Bahrain,Middle East
552449,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2011-05-09 13:49:00,4.25,12355.0,Bahrain,Middle East
552449,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2011-05-09 13:49:00,4.25,12355.0,Bahrain,Middle East
553900,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-05-19 17:47:00,9.95,12353.0,Bahrain,Middle East
553900,37446,MINI CAKE STAND WITH HANGING CAKES,8,2011-05-19 17:47:00,1.45,12353.0,Bahrain,Middle East
553900,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,4,2011-05-19 17:47:00,9.95,12353.0,Bahrain,Middle East
553900,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2011-05-19 17:47:00,2.95,12353.0,Bahrain,Middle East
559948,23211,RED ROCKING HORSE HAND PAINTED,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,21294,ETCHED GLASS COASTER,48,2011-07-14 10:41:00,0.39,12653.0,Israel,Middle East
559948,23179,CLOCK MAGNET MUM'S KITCHEN,24,2011-07-14 10:41:00,2.89,12653.0,Israel,Middle East
559948,20719,WOODLAND CHARLOTTE BAG,10,2011-07-14 10:41:00,0.85,12653.0,Israel,Middle East
559948,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,2011-07-14 10:41:00,0.85,12653.0,Israel,Middle East
559948,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-07-14 10:41:00,0.85,12653.0,Israel,Middle East
559948,22913,RED COAT RACK PARIS FASHION,9,2011-07-14 10:41:00,4.95,12653.0,Israel,Middle East
559948,22912,YELLOW COAT RACK PARIS FASHION,6,2011-07-14 10:41:00,4.95,12653.0,Israel,Middle East
559948,22914,BLUE COAT RACK PARIS FASHION,12,2011-07-14 10:41:00,4.95,12653.0,Israel,Middle East
559948,23170,REGENCY TEA PLATE ROSES ,48,2011-07-14 10:41:00,1.45,12653.0,Israel,Middle East
559948,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,23281,FOLDING BUTTERFLY MIRROR RED  ,12,2011-07-14 10:41:00,0.83,12653.0,Israel,Middle East
559948,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,24,2011-07-14 10:41:00,0.83,12653.0,Israel,Middle East
559948,23282,FOLDING BUTTERFLY MIRROR IVORY ,24,2011-07-14 10:41:00,0.83,12653.0,Israel,Middle East
559948,22629,SPACEBOY LUNCH BOX ,12,2011-07-14 10:41:00,1.95,12653.0,Israel,Middle East
559948,22630,DOLLY GIRL LUNCH BOX,12,2011-07-14 10:41:00,1.95,12653.0,Israel,Middle East
559948,22423,REGENCY CAKESTAND 3 TIER,32,2011-07-14 10:41:00,10.95,12653.0,Israel,Middle East
559948,22192,BLUE DINER WALL CLOCK,12,2011-07-14 10:41:00,7.65,12653.0,Israel,Middle East
559948,22595,GINGHAM HEART DECORATION,36,2011-07-14 10:41:00,0.85,12653.0,Israel,Middle East
559948,22652,TRAVEL SEWING KIT,20,2011-07-14 10:41:00,1.65,12653.0,Israel,Middle East
559948,23292,SPACEBOY CHILDRENS CUP,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,23290,SPACEBOY CHILDRENS BOWL,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,23291,DOLLY GIRL CHILDRENS CUP,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,23289,DOLLY GIRL CHILDRENS BOWL,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
559948,23236,DOILEY STORAGE TIN,48,2011-07-14 10:41:00,2.49,12653.0,Israel,Middle East
559948,23240,SET OF 4 KNICK KNACK TINS DOILEY ,48,2011-07-14 10:41:00,3.75,12653.0,Israel,Middle East
559948,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-07-14 10:41:00,1.25,12653.0,Israel,Middle East
563613,20717,STRAWBERRY SHOPPER BAG,60,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,20718,RED RETROSPOT SHOPPER BAG,60,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-08-18 08:49:00,2.08,12688.0,Israel,Middle East
563613,22377,BOTTLE BAG RETROSPOT ,10,2011-08-18 08:49:00,2.1,12688.0,Israel,Middle East
563613,23199,JUMBO BAG APPLES,10,2011-08-18 08:49:00,2.08,12688.0,Israel,Middle East
563613,22386,JUMBO BAG PINK POLKADOT,10,2011-08-18 08:49:00,2.08,12688.0,Israel,Middle East
563613,23200,JUMBO BAG PEARS,10,2011-08-18 08:49:00,2.08,12688.0,Israel,Middle East
563613,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-18 08:49:00,2.08,12688.0,Israel,Middle East
563613,20719,WOODLAND CHARLOTTE BAG,100,2011-08-18 08:49:00,0.72,12688.0,Israel,Middle East
563613,20723,STRAWBERRY CHARLOTTE BAG,10,2011-08-18 08:49:00,0.85,12688.0,Israel,Middle East
563613,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-08-18 08:49:00,0.72,12688.0,Israel,Middle East
563613,20749,ASSORTED COLOUR MINI CASES,12,2011-08-18 08:49:00,6.35,12688.0,Israel,Middle East
563613,21000,ROSE DU SUD COSMETICS BAG,6,2011-08-18 08:49:00,4.25,12688.0,Israel,Middle East
563613,21001,ROSE DU SUD WASHBAG ,3,2011-08-18 08:49:00,5.95,12688.0,Israel,Middle East
563613,84912B,GREEN ROSE WASHBAG,4,2011-08-18 08:49:00,3.75,12688.0,Israel,Middle East
563613,84912A,PINK ROSE WASHBAG,4,2011-08-18 08:49:00,3.75,12688.0,Israel,Middle East
563613,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,2011-08-18 08:49:00,1.69,12688.0,Israel,Middle East
563613,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-08-18 08:49:00,8.5,12688.0,Israel,Middle East
563613,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,8,2011-08-18 08:49:00,12.75,12688.0,Israel,Middle East
563613,23112,PARISIENNE CURIO CABINET,2,2011-08-18 08:49:00,7.5,12688.0,Israel,Middle East
563613,22485,SET OF 2 WOODEN MARKET CRATES,4,2011-08-18 08:49:00,12.75,12688.0,Israel,Middle East
563613,22824,3 TIER SWEETHEART GARDEN SHELF,1,2011-08-18 08:49:00,35.95,12688.0,Israel,Middle East
563613,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-08-18 08:49:00,9.95,12688.0,Israel,Middle East
563613,22961,JAM MAKING SET PRINTED,12,2011-08-18 08:49:00,1.45,12688.0,Israel,Middle East
563613,22960,JAM MAKING SET WITH JARS,12,2011-08-18 08:49:00,3.75,12688.0,Israel,Middle East
563613,22077,6 RIBBONS RUSTIC CHARM,12,2011-08-18 08:49:00,1.65,12688.0,Israel,Middle East
563613,21279,VINTAGE KITCHEN PRINT FRUITS,6,2011-08-18 08:49:00,2.55,12688.0,Israel,Middle East
563613,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,2011-08-18 08:49:00,2.55,12688.0,Israel,Middle East
563613,21249,WOODLAND  HEIGHT CHART STICKERS ,30,2011-08-18 08:49:00,2.55,12688.0,Israel,Middle East
563613,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",8,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",8,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,22083,PAPER CHAIN KIT RETROSPOT,36,2011-08-18 08:49:00,2.95,12688.0,Israel,Middle East
563613,22204,MILK PAN BLUE POLKADOT,4,2011-08-18 08:49:00,3.75,12688.0,Israel,Middle East
563613,22203,MILK PAN RED RETROSPOT,4,2011-08-18 08:49:00,3.75,12688.0,Israel,Middle East
563613,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-08-18 08:49:00,3.25,12688.0,Israel,Middle East
563613,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-08-18 08:49:00,3.25,12688.0,Israel,Middle East
563613,22200,FRYING PAN PINK POLKADOT,4,2011-08-18 08:49:00,4.25,12688.0,Israel,Middle East
563613,22201,FRYING PAN BLUE POLKADOT,4,2011-08-18 08:49:00,4.25,12688.0,Israel,Middle East
563613,22378,WALL TIDY RETROSPOT ,5,2011-08-18 08:49:00,2.1,12688.0,Israel,Middle East
563613,22832,BROCANTE SHELF WITH HOOKS,2,2011-08-18 08:49:00,10.75,12688.0,Israel,Middle East
563613,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-08-18 08:49:00,0.55,12688.0,Israel,Middle East
563613,22848,BREAD BIN DINER STYLE PINK,1,2011-08-18 08:49:00,16.95,12688.0,Israel,Middle East
563613,22627,MINT KITCHEN SCALES,4,2011-08-18 08:49:00,8.5,12688.0,Israel,Middle East
563613,22625,RED KITCHEN SCALES,4,2011-08-18 08:49:00,8.5,12688.0,Israel,Middle East
563613,22567,20 DOLLY PEGS RETROSPOT,12,2011-08-18 08:49:00,1.45,12688.0,Israel,Middle East
563613,23245,SET OF 3 REGENCY CAKE TINS,12,2011-08-18 08:49:00,4.95,12688.0,Israel,Middle East
563613,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,2011-08-18 08:49:00,2.55,12688.0,Israel,Middle East
563613,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-08-18 08:49:00,2.95,12688.0,Israel,Middle East
563613,22628,PICNIC BOXES SET OF 3 RETROSPOT ,12,2011-08-18 08:49:00,4.95,12688.0,Israel,Middle East
563613,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-08-18 08:49:00,1.65,12688.0,Israel,Middle East
563613,22629,SPACEBOY LUNCH BOX ,12,2011-08-18 08:49:00,1.95,12688.0,Israel,Middle East
563613,22630,DOLLY GIRL LUNCH BOX,12,2011-08-18 08:49:00,1.95,12688.0,Israel,Middle East
563613,22631,CIRCUS PARADE LUNCH BOX ,12,2011-08-18 08:49:00,1.95,12688.0,Israel,Middle East
563613,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-08-18 08:49:00,1.25,12688.0,Israel,Middle East
563613,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-08-18 08:49:00,0.83,12688.0,Israel,Middle East
